Évolution du produit intérieur brut et de ses composantes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
par rapport au trimestre précédent en volume en %,,,,,,,,,,,,
Trimestre,Produit intérieur brut (PIB),Importations,Dépense de consommation des ménages,Dépense de consommation des APU1,Formation brute de capital fixe,dont : ,,,Exportations,Contributions :,,
,,,,,,Entreprises non financières,ménages,APU1,,Demande intérieure finale hors stocks,Variations de stocks,Commerce extérieur
1987-T2,1.48869983,2.51008484,1.31370953,0.639194118510655,2.31300573,3.08715633,-0.01728618,3.24823477,2.61415123,1.38360654,0.10550859,-0.0004153
1987-T1,0.08233113,4.47789827,0.76261704,0.437825391604196,0.25400543,0.36220223,2.16328333,-2.06548117,-0.36012288,0.58173793,0.51410285,-1.01350964
1986-T4,0.12492007,-2.68160346,0.59065673,0.785358269696834,0.87561547,0.91788223,0.67590607,0.89921518,-1.42626646,0.71585494,-0.9517279,0.36079303
1986-T3,0.54275375,3.18014235,0.47290066,0.661672477877118,0.92843903,1.28436372,-0.19215751,1.18314698,1.58229686,0.62645375,0.35274333,-0.43644333
1986-T2,1.09725814,2.03726459,1.5870939,0.687074199378968,1.53129446,1.36499366,-0.15634453,3.61062512,-1.25845727,1.36404915,0.54964674,-0.81643775
1986-T1,0.30888314,1.08693087,0.88073792,0.505391620280871,0.57672292,1.93133443,0.18865195,-2.24180588,-1.35262421,0.72051249,0.17612648,-0.58775584
1985-T4,0.50504995,2.0749922,1.34124955,0.789896832196813,0.61439005,0.48138061,0.72351921,0.51047567,1.71832975,1.03535282,-0.42939607,-0.1009068
1985-T3,0.57215914,2.10082483,0.38900079,0.392374039685151,1.34643304,1.36720806,1.2529124,1.3607707,-1.61642676,0.58798966,0.92016995,-0.93600047
1985-T2,0.83172122,0.80789288,0.83519821,0.808913490206331,1.66748031,2.68954035,-1.889659,3.71469003,2.05033547,0.99015332,-0.47008276,0.31165066
1985-T1,0.25070584,1.71023749,1.18690758,0.769654313894486,-0.26680834,-0.20823707,-0.93978635,0.4345794,0.11310342,0.74714636,-0.10032203,-0.39611849
1984-T4,-0.09214965,1.75109214,-0.75581427,0.59239994220488,0.67138061,1.5927018,-1.47848857,1.2715577,-0.37429387,-0.12711543,0.54217113,-0.50720536
1984-T3,0.64644989,-0.89921798,0.28965637,1.13985094256905,-0.28933929,0.44711906,-3.05911271,1.34719791,1.83442668,0.34788042,-0.36875681,0.66732629
1984-T2,0.47600537,1.15748683,0.4712725,0.724931002759899,-0.6259729,-1.22783916,0.33422144,-0.91523334,2.03017165,0.27550351,-0.01540035,0.21590221
1984-T1,0.44524589,2.24752444,0.43839715,0.040494772493016,0.33581927,0.68348371,-1.1671364,1.06876742,1.30578295,0.31728722,0.33482118,-0.20686251
1983-T4,0.62233644,0.09636741,0.4774387,0.635983056917389,-0.52147382,-0.26717293,-1.44757241,-0.33471837,1.6289928,0.28411909,-0.02167023,0.35988757
1983-T3,0.16054138,1.59273406,-0.25561696,0.717661691542282,-0.51967017,-0.45534635,-0.54111299,-0.95911746,2.58624959,-0.08791004,0.02860544,0.21984598
1983-T2,0.05470088,-2.85080179,-0.4098967,0.104586881816826,-1.22683827,-1.33497144,-0.73132825,-1.88772948,2.73583771,-0.47123257,-0.7740082,1.29994165
1983-T1,0.38438694,-0.59592154,-0.32725507,0.466582439988494,-0.55425814,-1.32570472,0.47285518,-0.18028512,-0.61092955,-0.19329644,0.56572158,0.0119618
1982-T4,0.59877775,-0.98836976,1.41989709,0.73081914746167,-1.13656552,-0.19979156,-2.77523084,-1.23769937,3.07871476,0.67989418,-0.99597244,0.91485601
1982-T3,-0.0581782,-0.80434488,-0.13383982,1.60024579775453,-1.47136217,-2.00582916,-0.7095992,-1.3491618,-0.35606817,-0.05505291,-0.12454473,0.12141944
1982-T2,0.70863333,2.1180787,1.29965142,0.761064458289806,0.35422951,1.34934214,-2.2976479,1.80408397,-1.66578407,0.96266938,0.6369854,-0.89102145
1982-T1,0.75638884,0.05431171,0.76896938,1.51241357636707,-0.60525654,0.37514926,-2.80306677,0.16854543,-1.85086092,0.61469573,0.60221249,-0.46051938
1981-T4,0.60293114,1.71067117,1.09727713,0.750669533898862,0.61768426,1.14796751,-1.21102485,2.18835638,-1.58380747,0.89431856,0.4659709,-0.75735832
1981-T3,0.67154643,2.25932178,0.46394923,0.889113681436426,-0.11022216,-0.34872565,-0.44776028,0.83993308,2.27546061,0.41213882,0.24460507,0.01480254
1981-T2,0.75612474,-0.17329928,1.65411353,0.806386689923522,0.14047843,-0.26612278,0.14391009,0.88661038,3.75636096,1.07366046,-1.19150354,0.87396782
1981-T1,0.37172657,-1.26900808,0.00146675,0.630544266367816,-0.57021942,-0.81712742,-1.3483469,0.92156733,1.280654,-0.00045829,-0.2195965,0.59178136
1980-T4,-0.15612374,-1.81123442,0.88972307,0.488446874618398,-0.8031194,-1.20229477,-0.51564451,-0.50346715,1.41553612,0.36634606,-1.22314793,0.70067814
1980-T3,0.15117606,0.32896935,0.94301197,0.740831863971248,-0.14881056,0.793492,-1.64719638,-0.10354222,-1.83072786,0.60650708,0.02028093,-0.47561195
1980-T2,-0.8055002,-0.5067814,-1.77354283,0.776891607091201,-0.22906898,0.6562723,-1.40298733,-0.32831675,-1.04514426,-0.79716119,0.11309135,-0.12143036
1980-T1,1.185105,3.59010751,1.27336096,0.803965675247853,0.73821086,1.15001196,1.34972696,-0.56882096,1.76239891,1.02051485,0.54095213,-0.37636197
1979-T4,0.34701148,0.19234142,0.52398047,0.871197265953283,1.61537574,2.54759948,1.17731714,0.25826708,0.5172449,0.84365952,-0.57059542,0.07394738
1979-T3,1.28720322,3.85102804,0.36424217,0.848930009181448,2.32935352,3.77588877,0.80105369,1.3391751,3.74515657,0.92401517,0.34377763,0.01941041
1979-T2,0.51040439,0.74653177,0.78436117,0.5482253689159,0.79466842,1.15658844,-0.45562629,1.76084793,0.55406113,0.70913132,-0.16568435,-0.03304258
1979-T1,1.10708874,3.09121824,1.12797933,0.476632179807357,-0.81728449,-1.51217504,0.4809183,-1.81969315,1.80700621,0.48496069,0.84451686,-0.22238881
1978-T4,1.13921529,2.59205364,1.38892796,1.10373683451162,1.30127409,1.26339745,0.96265406,1.72218195,1.51055042,1.27216476,0.08260575,-0.21555523
1978-T3,0.62225827,0.35589838,0.40422258,1.23864333498875,0.30875181,-0.60086434,1.87688005,-0.04542725,1.24103885,0.55204432,-0.12429919,0.19451315
1978-T2,1.08964662,1.51158804,1.55370281,1.53047604923624,1.38530219,1.68110593,1.07846408,1.35155947,1.49304356,1.46374774,-0.37941865,0.00531754
1978-T1,1.38290912,2.28109845,1.07826317,2.18214881042582,1.46686593,0.9642519,3.86249413,-0.76017391,1.34496622,1.37999111,0.18081851,-0.17790051
1977-T4,0.79771785,0.28859668,0.42803243,1.47624173458403,-0.42673874,-1.20086143,0.88332934,-0.42418052,1.67744858,0.42370504,0.07424758,0.29976524
1977-T3,0.81825907,-0.37759841,1.30738454,1.30703681201414,0.2832498,0.00162219,0.59330622,0.34928313,2.26163778,1.01081433,-0.74787539,0.55532013
1977-T2,0.40065206,-0.23927306,0.22438612,0.994351704715313,-0.53670183,0.77846912,0.50186885,-5.74314152,1.72820297,0.18746781,-0.19650507,0.40968931
1977-T1,1.13163312,-1.1412663,0.10806519,0.580769717685792,0.91171705,2.49614857,-1.87874751,0.73889095,0.80037948,0.39347583,0.33312193,0.40503536
1976-T4,0.70600343,0.30342526,0.99120378,0.307946284009009,-0.59416314,-1.16354948,1.2522867,-2.3733706,3.42149961,0.43181083,-0.36466946,0.63886205
1976-T3,1.14118601,3.83636325,1.34106257,0.738774465907643,-1.74722373,-1.41023649,-2.27537097,-2.01033591,1.02315303,0.40478886,1.32636207,-0.58996492
1976-T2,1.36724184,4.62606067,0.96848602,0.659949135627591,0.40508546,-0.72261798,3.22122467,-0.74863609,3.39979319,0.75148134,0.86473759,-0.24897709
1976-T1,0.94317097,7.32016956,1.33225006,0.945664890159881,2.36936978,4.57106497,-0.00678895,1.18542182,3.16893233,1.49750099,0.14465779,-0.69898781
1975-T4,2.13833107,4.9342757,1.9293771,1.53262393796916,2.07213005,4.15704114,-0.64301238,1.66044363,1.71473304,1.88194454,0.91411279,-0.65772626
1975-T3,-0.06530488,1.31674963,1.60204081,1.17507636327219,-1.48589555,-2.79151325,-1.57435068,1.83340696,-0.09280783,0.68208379,-0.458809,-0.28857967
1975-T2,-0.03236578,0.11664847,0.79722826,1.62674718414981,-0.61116164,-0.47962777,-2.62992357,2.24762509,-0.75348748,0.56684809,-0.41436208,-0.18485179
1975-T1,-0.77165965,-6.28950946,0.28689517,1.22252747252747,-2.13286806,-3.02841505,-3.01863786,1.47857366,-3.99704297,-0.20560291,-1.26814263,0.70208589
1974-T4,-1.78393401,-6.01021688,-0.35781655,1.55010374710118,-2.7279676,-4.74888802,-1.76912981,0.77008602,-0.57399626,-0.61276521,-2.12622041,0.95505161
1974-T3,1.10943881,-0.52905732,0.2264145,0.792618629173991,-0.9599397,-2.24358471,-0.46056874,1.50561761,2.64824579,-0.00901972,0.50585565,0.61260288
1974-T2,0.7054996,0.76434282,0.67141362,1.59807160074994,0.74167,1.38490216,0.05233704,-0.14225045,0.91061625,0.81811681,-0.1519365,0.03931929
1974-T1,1.64083805,2.934354,0.39863988,0.862658934553173,0.42146727,-0.97571113,2.5127309,0.59966563,4.17206721,0.46498754,0.90257563,0.27327488
1973-T4,1.21007613,2.03711756,2.3829228,1.14946716458695,1.2098066,0.74009312,2.39294745,0.23584044,4.20052544,1.734945,-0.93625763,0.41138875
1973-T3,1.58807845,4.10003308,0.48912932,1.25613310215074,2.25441073,2.82369005,2.29143709,0.24460923,2.43354231,1.08240152,0.77782004,-0.2721431
1973-T2,1.46071526,1.58576797,0.69559411,1.62139871412772,1.7580009,1.73647796,2.87867454,-0.31773403,2.53220626,1.13307671,0.14541323,0.18222532
1973-T1,1.87026536,5.26898897,2.27806739,2.29913710450622,1.3775257,1.0725353,1.91126893,1.02592249,2.74499967,1.97262229,0.28283707,-0.385194
1972-T4,1.54036993,5.63457235,0.73043458,1.43743556826361,1.92919266,1.73308425,2.14071607,1.64652352,5.0082423,1.17315783,0.4342695,-0.0670574
1972-T3,1.36173823,1.45557939,2.24831315,1.21869585761538,1.4554469,1.2157646,2.11653907,0.60310203,0.0799952,1.78018885,-0.17921213,-0.23923848
1972-T2,0.72913225,1.14203589,0.225028,1.34887062016122,1.27590961,0.95473872,2.11180203,0.41576982,3.83054799,0.70020638,-0.46196997,0.49089584
1972-T1,1.13177899,8.05672132,1.67762714,0.71948229430443,1.67724926,0.6767297,5.03460191,-0.65376692,3.85156231,1.4293563,0.33706726,-0.63464458
1971-T4,0.97151953,-0.4332556,1.17471991,1.18144661122068,0.8672772,1.65996198,0.14606157,-0.50080023,0.10603964,1.04720684,-0.16697026,0.09128296
1971-T3,1.32881704,5.25777677,1.41570937,1.31231973629995,1.42515564,3.15986302,-1.43189252,0.99986797,4.19960401,1.34823782,0.09770515,-0.11712593
1971-T2,1.07825261,2.53538428,1.63664885,1.40809760581624,1.75926936,3.01607924,-0.70563228,2.26123759,1.23596035,1.56536794,-0.29922928,-0.18788605
1971-T1,1.56799817,-1.2502563,0.77478667,1.8598910452843,2.84232488,1.91673045,8.44908465,-1.97392351,2.26386405,1.490019,-0.5107539,0.58873307
1970-T4,1.24197291,1.22958382,2.53822295,1.62629757785466,0.22874245,1.97590016,-3.34131439,1.24424597,2.4799122,1.66439573,-0.64200016,0.21957734
1970-T3,1.08258493,4.02091549,0.63773926,1.37460811610726,1.42154762,0.69125967,3.13544553,0.84496039,1.91998812,0.95934932,0.42030645,-0.29707084
1970-T2,1.78836629,3.68750508,1.20087743,1.45917209778232,2.37871873,1.82666855,3.63402013,1.78818771,3.96130534,1.52020797,0.18065881,0.08749952
1970-T1,1.48121715,1.84945499,2.01970073,1.09966717639651,0.00157083,1.31093879,-3.56899635,1.43130457,4.51674249,1.25691155,-0.18945003,0.41375563
1969-T4,1.55486353,-1.08366279,-0.79802044,1.21315579833845,1.60644202,-1.18339256,8.03849361,-0.16177621,4.82578786,0.23852699,0.39707047,0.91926607
1969-T3,1.42721029,-0.98242929,1.02367728,1.29106628242075,1.39804824,0.3333408,3.26309826,1.57537167,3.12444238,1.1622044,-0.37000747,0.63501336
1969-T2,2.08943025,6.16444025,2.72853152,1.65221467072885,3.61864527,5.37461683,1.61252434,1.97172745,3.24887643,2.70851335,-0.15670077,-0.46238233
1969-T1,0.92233757,4.32394742,-0.26805875,1.30338785878779,-0.46690483,-0.19309723,-0.54118768,-0.06988607,3.5139111,-0.03749295,1.05669894,-0.09686842
1968-T4,1.09670766,5.35480648,2.5538078,1.41085831226677,1.62849836,3.14725224,-0.52386103,0.76243302,-2.44761247,2.03193424,0.26063117,-1.19585775
1968-T3,8.06727312,19.60535232,5.02965862,2.61129502445774,9.01593792,14.81297781,4.089377,2.10391576,25.34234011,5.63406315,1.59798011,0.83522986
1968-T2,-5.3235185,-8.15395754,-0.37106422,0.568958234987194,-5.5814613,-8.37643701,0.03162969,-5.85176363,-13.58775646,-1.61392471,-2.79664933,-0.91294446
1968-T1,2.803339,5.09322985,0.20740869,0.77113742770587,2.68178818,2.83289868,4.43055253,0.18164985,5.83973429,0.96329442,1.68853361,0.15151097
1967-T4,1.0421125,1.78595599,0.72249509,0.835647563746522,1.66680718,2.84203838,0.74162527,0.01032331,3.78146624,0.96964134,-0.23365989,0.30613105
1967-T3,1.0169027,2.09650042,1.25682081,1.10524031957526,1.2841957,0.70352991,3.0099221,0.51316345,0.92130325,1.18802754,-0.01502998,-0.15609486
1967-T2,1.19766704,-1.79610197,0.68222596,1.21163583755297,1.57001715,1.31712579,3.15469176,0.35949264,2.56687047,0.97751883,-0.41150853,0.63165674
1967-T1,1.63852629,4.27505869,1.50730961,1.56114711515756,2.95126607,2.37403194,3.23592714,3.88685407,3.23348395,1.83443321,-0.06688089,-0.12902602
1966-T4,0.58428856,3.40501445,1.70812988,1.4021178098228,0.82108714,0.79097508,-0.57998318,2.64189013,-1.05020215,1.33382138,-0.12678605,-0.62274677
1966-T3,1.14356621,4.15958871,0.40012566,1.35095051907779,1.71975095,2.93474998,-0.44239213,1.63322754,2.53649309,0.88161443,0.44726492,-0.18531314
1966-T2,1.63421656,2.28610716,1.87961748,1.253208103533,2.09738947,1.89691493,3.18552265,1.30732474,1.57263489,1.7447629,-0.03679167,-0.07375467
1966-T1,0.80469707,3.06642568,0.97444584,1.13768155961782,1.53427314,2.89937482,0.96008496,-0.78867697,0.40212349,1.09613125,0.05030549,-0.34173967
1965-T4,1.52093122,2.21227613,0.20388921,1.00125505508297,3.23213496,1.8415529,8.95626446,0.15252589,2.86732872,1.10465648,0.28445322,0.13182152
1965-T3,1.43149691,1.48435848,1.65650407,1.00569046143444,0.33152291,0.01644772,0.31408031,1.0735082,2.79539305,1.13769855,0.08246159,0.21133677
1965-T2,1.85763782,2.58312245,2.43955169,1.15984155481463,2.27067763,1.97300551,2.50786079,2.49158908,2.37716471,2.08753516,-0.23713647,0.00723914
1965-T1,0.46945683,-1.51818473,-0.33994707,1.08019357068787,0.25008183,-0.74538876,0.86637028,1.6722952,2.89747305,0.07823109,-0.21535801,0.60658375
1964-T4,1.32146342,0.512521,1.23557764,1.23643998600256,1.36065626,-0.95737482,4.57968402,3.41356398,4.24552241,1.23885187,-0.43005866,0.5126702
1964-T3,0.93542336,-0.27333864,0.76576059,1.4166149114246,2.63808756,1.99018375,4.23325553,2.35287017,0.69737914,1.33620201,-0.53470941,0.13393076
1964-T2,1.27302318,2.11735429,0.08951178,1.26987930156639,1.28077567,0.85741679,1.87182574,1.78425154,-0.40030012,0.59899375,1.02155325,-0.34752381
1964-T1,2.11589706,5.9305246,1.81327745,1.52643901845715,3.32124549,2.02815651,5.3775496,4.47562931,4.35772273,2.10476769,0.17920832,-0.16807895
1963-T4,-0.29171858,4.70713124,1.32500095,1.47489894782313,0.02483604,2.11997564,-6.04637451,1.50133786,-0.37003877,0.96312562,-0.58436108,-0.67048312
1963-T3,3.40756571,2.49836313,1.94954481,1.83503534956795,5.22968077,3.49843331,11.39733785,3.11066529,3.70579443,2.64198423,0.57060241,0.19497907
1963-T2,4.47769863,10.68077454,2.9460137,1.9901294705807,6.08345697,4.26002681,3.7850586,13.33695865,4.68587109,3.42331166,1.72590083,-0.67151385
1963-T1,-0.94185281,0.23059973,1.68423176,0.570470880201124,-0.35998489,0.28564698,3.78275301,-6.06896525,1.36007174,0.91345834,-2.01704383,0.16173267
1962-T4,1.07504257,1.39714317,0.98627965,1.21680694199777,-0.2317125,-1.26892941,-0.12622326,2.08608523,1.85203309,0.66945492,0.31934956,0.08623808
1962-T3,1.93733978,3.99588967,1.66454856,1.42271042879831,2.23093627,3.18889696,-0.10278857,2.33616228,-0.33307946,1.684511,0.79630764,-0.54347886
1962-T2,1.52905778,-4.0159546,1.56752687,1.6342726477907,1.01865942,0.7684326,0.00179492,2.7133361,-0.30435727,1.37935311,-0.33166485,0.48136953
1962-T1,2.06828706,4.05287333,3.04232314,1.84595362854891,2.16250067,2.66439162,0.17668053,3.13136842,1.08659459,2.49820858,-0.08408178,-0.34583974
1961-T4,1.76678456,2.95491745,1.2499829,1.82737576285963,1.60434969,1.26178441,0.96000684,3.26689854,-0.67001515,1.37460937,0.88555996,-0.49338477
1961-T3,0.94928625,0.33321478,0.89448778,1.79268725594604,2.73457819,2.94458619,1.83566752,3.30876323,0.47538013,1.42725407,-0.50929928,0.03133146
1961-T2,0.62081952,4.33802688,0.89736481,1.75185118295105,0.56148091,-1.4052543,2.76884651,3.22521084,2.39738508,0.88526818,-0.08541806,-0.1790306
1961-T1,1.38417538,-0.07331001,2.35307753,1.70830271858928,5.28922593,6.95646015,3.64556973,2.99488189,1.20564006,2.74113018,-1.55518856,0.19823377
1960-T4,1.04286324,0.45277175,1.60665382,1.37425049346394,2.27473794,1.84567115,3.1003071,2.39386555,0.17723144,1.58541952,-0.51143976,-0.03111651
1960-T3,1.66806073,5.93398159,0.96871464,1.02716532470464,2.62836501,3.10268599,2.35038035,1.70662086,3.2935081,1.28272435,0.61548467,-0.23014829
1960-T2,2.50389909,-0.87521577,1.39066476,0.674242424242433,2.67735021,3.88928414,1.45663194,1.03289754,0.85678587,1.48962732,0.76393275,0.25033902
1960-T1,2.0778209,3.62096065,1.91333238,0.319197446420438,-0.57347808,-1.62255898,0.56682686,0.68711455,6.72652856,0.98379247,0.50470672,0.58932171
1959-T4,2.50791699,7.55083627,0.78785906,0.39293480334186,2.76897576,4.54027973,0.3018257,1.21012469,5.17405647,1.16926345,1.52820915,-0.18955561
1959-T3,1.10927732,0.70776398,0.66590614,0.463743676222594,0.93075219,0.88070753,0.01000047,2.07578015,4.23787951,0.67904811,-0.07547472,0.50570393
1959-T2,1.28781726,4.29163806,-0.22071715,0.539457459926007,2.65171224,3.88307296,-0.23440583,3.14556699,7.70905446,0.58265516,0.20855793,0.49660417
1959-T1,0.19994332,-3.02744433,0.77716608,0.616446322645681,0.29718932,-0.74501432,-0.33644405,3.99613545,-1.11851208,0.60299499,-0.60885554,0.20580387
1958-T4,0.33861934,-1.95313353,1.64339299,0.311126667444484,1.64661539,1.78751412,-0.01494988,3.32956676,4.81698166,1.35414241,-1.90920013,0.89367707
1958-T3,-0.18829116,-1.96170359,-0.36875856,0.00777877173194774,0.27489652,-0.60181121,0.40258835,2.19394493,1.6743801,-0.14254383,-0.52684112,0.48109379
1958-T2,0.38859442,0.65886857,0.05201156,-0.29472214681816,-0.95561203,-2.71009036,1.0186017,0.91853765,-1.63859864,-0.24790649,0.94152429,-0.30502338
1958-T1,1.28746517,0.69052485,-0.8785566,-0.597486701102457,3.70395834,6.21855789,1.70250503,-0.53664115,0.81437786,0.25398353,1.02202168,0.01145997
1957-T4,0.28699788,-3.91124506,0.33306588,-0.288273052235077,1.11522521,0.88114333,2.23269268,-0.01605663,-0.43283953,0.39579801,-0.60616173,0.49736161
1957-T3,1.66831503,-1.3657137,1.05450417,0.0230671638921987,1.88580994,1.85313465,2.68639845,0.82989836,-0.08121893,1.04437071,0.43507663,0.18886768
1957-T2,0.69087654,0.86282864,1.37692403,0.335596358586643,-0.96872497,-3.81165153,2.90639374,1.76594063,1.55243126,0.63744521,-0.03152421,0.08495554
1957-T1,1.90142024,3.87117107,0.64072715,0.644459973600431,4.64168481,6.31965572,2.6307091,3.18102113,5.50228698,1.52228358,0.20700013,0.17213653
1956-T4,1.50751072,2.37049404,1.36014742,1.01968781865245,3.40582495,4.3676032,1.75405436,3.09317332,-0.1924395,1.72889064,0.14490628,-0.36628619
1956-T3,1.23627636,4.4019154,1.84403126,1.38772913435923,1.03110938,0.47447044,0.54777869,3.12036478,1.8143012,1.5515365,0.0573585,-0.37261863
1956-T2,1.7197165,9.74532674,1.68886342,1.77660866046134,5.87758225,10.4582365,-0.3966419,3.0438599,5.05488347,2.5444569,-0.21555392,-0.60918649
1956-T1,0.76203728,1.38422701,1.85697689,2.18344222975768,-1.63088697,-3.73802689,-0.78776095,2.69834993,-5.53977035,1.09931245,0.59081323,-0.9280884
1955-T4,1.10614067,4.21767386,1.57546474,1.84467654986522,1.83594437,2.58237502,-0.22996435,2.76776067,-0.53425629,1.63266989,0.08245582,-0.60898504
1955-T3,1.48768847,3.03091751,1.35380635,1.48309612343462,2.53899644,3.37772131,0.9820869,2.64072119,1.68321613,1.58832382,0.04218103,-0.14281638
1955-T2,1.45887169,3.55733189,2.32011866,1.11063094209161,3.91121445,5.33606602,2.58509143,2.36554985,-0.32813519,2.34634036,-0.4059899,-0.48147877
1955-T1,1.33470279,-0.19789498,1.73961579,0.726940321246672,0.95349953,-1.235025,4.09837283,2.39376903,0.04776293,1.30667614,0.00365193,0.02437472
1954-T4,0.76640887,0.7210972,0.20334325,0.463550094021947,1.99828441,0.34945487,5.11813213,2.60570227,1.0437135,0.62007282,0.08412494,0.06221111
1954-T3,1.59023597,0.59196486,0.90728684,0.197178161423195,4.24522653,4.00839519,5.74560748,3.18843163,3.99406731,1.431117,-0.33804533,0.4971643
1954-T2,1.78902894,1.34169767,0.9302237,-0.0656828830406742,4.98095888,5.23942048,5.74469221,3.53353887,2.6636657,1.52113008,0.06096223,0.20693662
1954-T1,1.50795449,3.05959022,1.23082615,-0.340388391883051,-0.83091165,-4.85403553,5.19428509,3.53354007,2.03549446,0.48031355,1.1470071,-0.11936615
1953-T4,1.59959834,-0.92461443,1.05549671,-0.0261768683739838,2.71700378,2.01984139,4.05401246,3.18825926,5.00002655,1.16854316,-0.39099071,0.82204588
1953-T3,0.47055694,0.81030371,0.4804873,0.284389219460968,1.88561477,1.3175315,2.77540339,2.51173134,-2.80710975,0.71125924,0.27434345,-0.51504574
1953-T2,1.6156744,-0.60249907,1.66001293,0.589736818941988,2.07336517,2.48698858,1.48493076,1.61626713,0.02488957,1.50049489,0.02554104,0.08963846
1953-T1,1.09478037,2.71906674,1.60066494,0.914904956475393,2.98953928,4.66731029,0.62445502,1.17417446,-1.4422299,1.66156996,0.06540838,-0.63219797
1952-T4,-0.21570734,-2.16475454,1.18241476,1.14095768574252,-1.58252285,-3.76906785,0.67057952,2.11975496,-0.38521019,0.60833076,-1.10651702,0.28247892
1952-T3,0.97573725,0.98508823,0.95126383,1.37522768670311,0.56325265,-0.65832024,1.19182379,3.62793246,0.91595171,0.90854609,0.07744958,-0.01025841
1952-T2,-0.53331143,-4.00908931,0.56494287,1.6196205460435,-2.48972294,-6.45103917,2.14980523,5.40553059,-0.0343038,0.14064966,-1.32849688,0.6545358
1952-T1,1.73883225,-0.70981934,1.61642729,1.87149389525292,0.88665942,-1.61640857,3.37562394,6.89886675,-1.05015524,1.43545719,0.40913133,-0.10575626
1951-T4,1.00744127,3.69771025,1.0504283,1.74100719424461,2.1095673,0.51569991,4.87157471,5.31478954,-4.20000915,1.32099588,0.98039909,-1.2939537
1951-T3,1.4366164,6.15731539,1.33841274,1.60323570976073,1.41832136,-0.41302206,6.46918493,2.99218681,1.66646794,1.33873378,0.71683004,-0.61894742
1951-T2,0.72453766,5.90904337,0.60843438,1.44848724540241,-0.05852412,-2.21914001,7.74337629,0.187575,-0.51951639,0.60397604,1.03785826,-0.91729664
1951-T1,0.04741891,3.10768308,1.72802733,1.2970103660674,5.76327655,7.04205228,8.72007983,-2.17156794,0.01410895,2.26962036,-1.76141248,-0.46078896
1950-T4,2.39227456,6.41951456,1.39855142,1.49428208386277,0.52564762,-0.67112927,7.5473883,-1.61931827,12.51443852,1.17309626,-0.0042328,1.22341111
1950-T3,2.42442514,3.50491698,4.04271388,1.69009716766591,2.38003668,2.38214672,5.56435997,-0.53885915,4.66073445,3.06835319,-0.94727746,0.30334942
1950-T2,2.52542624,-2.02892226,2.21754139,1.89056822370846,1.59536524,1.30129908,3.26463002,0.95960511,3.47900778,1.90378149,-0.19206239,0.81370714
1950-T1,2.74832351,8.11767249,1.54011261,2.23430601916659,0.21062163,-0.76379507,1.05827333,3.13678194,8.07453331,0,0,0
1949-T4,1.39715917,-4.81292141,-0.30137484,1.58608619558083,1.02730409,0.71655679,0.78160704,1.78596303,2.23150758,0,0,0
1949-T3,1.49784962,-3.90402224,2.21472725,1.08359133126934,1.26969037,1.10969957,0.94717707,1.81294847,0.76117322,0,0,0
1949-T2,0.90174309,0.04995296,0.89268728,0.555926173004218,1.46955575,1.26402425,1.693443,1.67437076,2.97864812,0,0,0
1. Administrations publiques.,,,,,,,,,,,,
Note : données révisées ; les volumes sont mesurés aux prix de l'année précédente chaînés et corrigés des variations saisonnières et des effets des jours ouvrables.,,,,,,,,,,,,
"Lecture : au 3e trimestre 2024, le produit intérieur brut (PIB) en volume augmente de 0,4 % par rapport au trimestre précédent.",,,,,,,,,,,,
Champ : France.,,,,,,,,,,,,
"Source : Insee, comptes nationaux trimestriels - base 2020.",,,,,,,,,,,,
