idBank,Last update,Period,Date,Value
1587668,27/11/2024 08:45,,1974-04,115
1587668,27/11/2024 08:45,,1974-03,110
1587668,27/11/2024 08:45,,1974-02,110
1587668,27/11/2024 08:45,,1974-01,112
1587668,27/11/2024 08:45,,1973-12,118
1587668,27/11/2024 08:45,,1973-11,123
1587668,27/11/2024 08:45,,1973-10,125
1587668,27/11/2024 08:45,,1973-09,125
1587668,27/11/2024 08:45,,1973-08,126
1587668,27/11/2024 08:45,,1973-07,127
1587668,27/11/2024 08:45,,1973-06,129
1587668,27/11/2024 08:45,,1973-05,131
1587668,27/11/2024 08:45,,1973-04,131
1587668,27/11/2024 08:45,,1973-03,131
1587668,27/11/2024 08:45,,1973-02,130
1587668,27/11/2024 08:45,,1973-01,130
1587668,27/11/2024 08:45,,1972-12,129
1587668,27/11/2024 08:45,,1972-11,128
1587668,27/11/2024 08:45,,1972-10,127
